case_num,param_0,param_1,R1_rxn1,R1_rxn2,R1_rxn3,R1_rxn4,R1_rxn5,R1_rxn6,R1_rxn7,R1_rxn8,R1_rxn9,R1_rxn10,R1_rxn11,R1_rxn12,R1_rxn13,R1_rxn14,R1_rxn15,R1_rxn16,R1_rxn17,R1_rxn18,R1_rxn19,R1_rxn20,R1_rxn21,R1_rxn22,R1_rxn23,R1_rxn24,R1_rxn25,R1_rxn26,R1_rxn27,R1_rxn28,R1_rxn29,R1_rxn30,R1_rxn31,R1_rxn32,R1_rxn33,R1_rxn34,R1_rxn35,R1_rxn36,R1_rxn37,R1_rxn38,R1_rxn39,R1_rxn40,R1_rxn41,R1_rxn42,R1_rxn43,R1_rxn44,R1_rxn45,R1_rxn46,R1_rxn47,R1_rxn48,R1_rxn49,R1_rxn50,R1_rxn51,R1_rxn52,R1_rxn53,R1_rxn54,R1_rxn55,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,state
113,0.712249951,0.287750049,1,1,1,1,1,1,0.85755001,0.264387502,0.320512478,0.54244999,0.44244999,1.11E-16,0.414017528,1,1,1,5.00E-17,0.513674985,0.11510002,0.043162507,0.856124975,0.979857497,1.11E-16,1,0.458262527,1,0.05755001,0.498574966,0.501425034,0.712249951,0.287750049,0.28489998,0.487891216,0.100712517,0.391737473,0.249287483,0.726637453,0,0.712249951,0,0,0.287750049,0.074815013,0.149630026,1,1,0.31510002,1,0.712249951,0.741024956,0.11510002,0.287750049,1.11E-16,0.287750049,0.287750049,0.010623706,0.041391096,0.045731202,0.054211073,0.066266036,0.072512564,0.051865502,0.041122439,0.039276707,0.065353647,0.060042958,0.063359203,0.034113901,0.043530693,0.030161031,0.03395193,0.026861476,0.022836957,0.018085768,0.178702112,Warning
114,0.585645505,0.414354495,1,1,1,1,1,1,0.882870899,0.270717725,0.263540477,0.517129101,0.417129101,5.55E-17,0.486182062,1,1,1,2.50E-17,0.475693652,0.165741798,0.062153174,0.792822753,0.970995185,5.55E-17,1,0.527894972,1,0.082870899,0.409951854,0.590048146,0.585645505,0.414354495,0.234258202,0.401167171,0.145024073,0.322105028,0.204975927,0.60636323,0,0.585645505,0,0,0.414354495,0.107732169,0.215464337,1,1,0.365741798,1,0.585645505,0.627080955,0.165741798,0.414354495,5.55E-17,0.414354495,0.414354495,0.009248752,0.042607821,0.050747799,0.057603891,0.074061101,0.083425396,0.056285116,0.043402834,0.041956777,0.065245172,0.060939806,0.065529995,0.031841134,0.043029576,0.02912507,0.029821702,0.024232599,0.019427208,0.016924775,0.154543478,Warning
115,0.612595696,0.387404304,1,1,1,1,1,1,0.877480861,0.269370215,0.275668063,0.522519139,0.422519139,0,0.470820453,1,1,1,0,0.483778709,0.154961722,0.058110646,0.806297848,0.972881699,0,1,0.513072367,1,0.077480861,0.428816987,0.571183013,0.612595696,0.387404304,0.245038278,0.419628052,0.135591506,0.336927633,0.214408494,0.631965911,0,0.612595696,0,0,0.387404304,0.100725119,0.201450238,1,1,0.354961722,1,0.612595696,0.651336126,0.154961722,0.387404304,0,0.387404304,0.387404304,0.009554514,0.042311885,0.049517923,0.056814745,0.072359379,0.080999295,0.055156829,0.042722336,0.041339627,0.065322323,0.060883767,0.065225658,0.032322205,0.043249108,0.029419154,0.030700912,0.024824338,0.020172091,0.017205566,0.159898346,Warning
116,0.539454128,0.460545872,1,1,1,1,1,1,0.892109174,0.273027294,0.242754357,0.507890826,0.407890826,0,0.512511147,1,1,1,0,0.461836238,0.184218349,0.069081881,0.769727064,0.967761789,0,1,0.55330023,1,0.092109174,0.377617889,0.622382111,0.539454128,0.460545872,0.215781651,0.369526077,0.161191055,0.29669977,0.188808945,0.562481421,0,0.539454128,0,0,0.460545872,0.119741927,0.239483854,1,1,0.384218349,1,0.539454128,0.585508715,0.184218349,0.460545872,0,0.460545872,0.460545872,0.008705418,0.043177486,0.053055394,0.059064,0.077034164,0.08773511,0.058481391,0.044825415,0.04307846,0.065047524,0.060883023,0.065823756,0.031019878,0.042502063,0.028530667,0.028313948,0.023161283,0.018125493,0.016388129,0.145047398,Warning
117,0.195242988,0.722452115,1,1,1,1,1,1,0.903337975,0.282007361,0.108435569,0.447279087,0.388431536,0.082304897,0.723526378,0.917695103,1,1,0.037037204,0.354457651,0.30955707,0.124828797,0.556469045,0.932967373,0.082304897,1,0.754962091,0.917695103,0.144490423,0.136670091,0.863329909,0.195242988,0.804757012,0.078097195,0.133741447,0.26108873,0.115614133,0.068335046,0.231365594,0,0.277547885,0,0,0.804757012,0.18783755,0.416827548,0.917695103,1,0.472519867,0.917695103,0.236395436,0.267488199,0.288980846,0.755374074,0.082304897,0.804757012,0.804757012,0.005677479,0.052308196,0.078081759,0.075383678,0.101201134,0.126749245,0.090122419,0.06580643,0.053458932,0.060500589,0.05103325,0.055618895,0.024644296,0.032743503,0.020248566,0.016714709,0.011622496,0.007262514,0.008388756,0.062433152,Warning
118,0.280772362,0.024315966,1,1,1,1,1,1,0.457407358,0.216470215,0.300075481,0.52564564,0.773101475,0.694911671,0.785043854,0.305088329,1,1,0.312710252,0.349486125,0.183454304,0.142629729,0.292930346,0.859315548,0.694911671,1,0.799811951,0.305088329,0.004863193,0.196540654,0.803459346,0.280772362,0.719227638,0.112308945,0.192329068,0.078001755,0.223915966,0.098270327,0.281988161,0,0.975684034,0,0,0.719227638,0.006322151,0.360100138,0.305088329,1,0.070744052,0.305088329,0.628228198,0.283203959,0.009726387,0.302280635,0.694911671,0.719227638,0.719227638,0.039660334,0.065716342,0.083206758,0.06975674,0.09965258,0.094417434,0.0605753,0.056612483,0.043332369,0.059864533,0.045070199,0.057911318,0.024446283,0.033200555,0.019766925,0.01763676,0.018685109,0.010337797,0.006834029,0.093316151,Warning
119,0.645472296,0.177110679,1,1,1,1,1,1,0.746713624,0.249984683,0.334816789,0.546836162,0.535544674,0.177417025,0.484015856,0.822582975,1,1,0.079837661,0.484770838,0.115198528,0.062050007,0.734027636,0.952118848,0.177417025,1,0.521602791,0.822582975,0.035422136,0.451830607,0.548169393,0.645472296,0.354527704,0.258188918,0.442148523,0.07973044,0.372751465,0.225915304,0.65432783,0,0.822889321,0,0,0.354527704,0.046048777,0.180806066,0.822582975,1,0.235360867,0.822582975,0.734180808,0.663183364,0.070844272,0.248077489,0.177417025,0.354527704,0.354527704,0.017903143,0.045179008,0.048990002,0.05346497,0.069417708,0.074103706,0.053561075,0.042581369,0.039356186,0.065059865,0.056689394,0.064549047,0.032134071,0.043763972,0.030336127,0.032482935,0.026659449,0.02094566,0.015188772,0.167633542,Warning
120,0.496444762,0.503555238,1,1,1,1,1,1,0.900711048,0.275177762,0.223400143,0.499288952,0.399288952,1.11E-16,0.537026485,1,1,1,5.00E-17,0.448933429,0.201422095,0.075533286,0.748222381,0.964751133,1.11E-16,1,0.576955381,1,0.100711048,0.347511334,0.652488666,0.496444762,0.503555238,0.198577905,0.340064662,0.176244333,0.273044619,0.173755667,0.521622524,0,0.496444762,0,0,0.503555238,0.130924362,0.261848724,1,1,0.401422095,1,0.496444762,0.546800286,0.201422095,0.503555238,1.11E-16,0.503555238,0.503555238,0.008175713,0.043791502,0.05542284,0.060560664,0.079868597,0.091937542,0.060844924,0.046449422,0.044197572,0.064790818,0.06066908,0.065816335,0.030258633,0.041832631,0.027876491,0.026908294,0.02208638,0.016884029,0.015815245,0.135813287,Warning
121,0.711943931,0.288056069,1,1,1,1,1,1,0.857611214,0.264402803,0.320374769,0.542388786,0.442388786,0,0.414191959,1,1,1,0,0.513583179,0.115222428,0.04320841,0.855971965,0.979836075,0,1,0.458430838,1,0.057611214,0.498360752,0.501639248,0.711943931,0.288056069,0.284777572,0.487681593,0.100819624,0.391569162,0.249180376,0.726346734,0,0.711943931,0,0,0.288056069,0.074894578,0.149789156,1,1,0.315222428,1,0.711943931,0.740749538,0.115222428,0.288056069,0,0.288056069,0.288056069,0.010620546,0.041393591,0.04574148,0.054218462,0.066284263,0.072537566,0.051873639,0.041125198,0.039282544,0.06535405,0.060047156,0.063366501,0.034108355,0.043531024,0.030159587,0.03394193,0.026855462,0.022828975,0.018083355,0.178646316,Warning
122,0.015456617,0.928318563,1,1,1,1,1,1,0.957551302,0.293604687,0.021011683,0.408713805,0.336826216,0.056224821,0.821310196,0.943775179,1,1,0.025301169,0.301825744,0.38538363,0.150492749,0.479615898,0.923772736,0.056224821,1,0.849932584,0.943775179,0.185663713,0.010819632,0.989180368,0.015456617,0.984543383,0.006182647,0.010587782,0.330533979,0.014123621,0.005409816,0.061872545,0,0.071681437,0,0,0.984543383,0.241362826,0.510838063,0.943775179,1,0.560082461,0.943775179,0.043569027,0.108288473,0.371327425,0.950808491,0.056224821,0.984543383,0.984543383,0.001154949,0.060743417,0.090932047,0.089177364,0.116092139,0.156848801,0.117142,0.086365685,0.060262766,0.056795735,0.047014166,0.039861065,0.021567808,0.021765694,0.014182131,0.010393725,0.001078102,0.000610967,0.000837207,0.007174234,Warning
