case_num,param_0,param_1,R1_rxn1,R1_rxn2,R1_rxn3,R1_rxn4,R1_rxn5,R1_rxn6,R1_rxn7,R1_rxn8,R1_rxn9,R1_rxn10,R1_rxn11,R1_rxn12,R1_rxn13,R1_rxn14,R1_rxn15,R1_rxn16,R1_rxn17,R1_rxn18,R1_rxn19,R1_rxn20,R1_rxn21,R1_rxn22,R1_rxn23,R1_rxn24,R1_rxn25,R1_rxn26,R1_rxn27,R1_rxn28,R1_rxn29,R1_rxn30,R1_rxn31,R1_rxn32,R1_rxn33,R1_rxn34,R1_rxn35,R1_rxn36,R1_rxn37,R1_rxn38,R1_rxn39,R1_rxn40,R1_rxn41,R1_rxn42,R1_rxn43,R1_rxn44,R1_rxn45,R1_rxn46,R1_rxn47,R1_rxn48,R1_rxn49,R1_rxn50,R1_rxn51,R1_rxn52,R1_rxn53,R1_rxn54,R1_rxn55,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,state
30,0.38867729,0.271349032,1,1,1,1,1,1,0.684282967,0.246568768,0.2598982,0.511732826,0.581719665,0.339973679,0.659649207,0.660026321,1,1,0.152988155,0.399604503,0.193533032,0.10869709,0.524351806,0.913010832,0.339973679,1,0.687223542,0.660026321,0.054269806,0.272074103,0.727925897,0.38867729,0.61132271,0.155470916,0.266243943,0.128969529,0.247769877,0.136037051,0.402244741,0,0.728650968,0,0,0.61132271,0.070550748,0.311088336,0.660026321,1,0.240544877,0.660026321,0.558664129,0.415812193,0.108539613,0.407338503,0.339973679,0.61132271,0.61132271,0.020607113,0.051889676,0.066285117,0.062142476,0.086776495,0.094983014,0.066778432,0.050556793,0.044507034,0.062500319,0.049645591,0.063513924,0.027093902,0.040425462,0.025080786,0.023289264,0.020851403,0.013584251,0.010937284,0.118551662,Error
31,0.699066989,0.300933011,1,1,1,1,1,1,0.860186602,0.265046651,0.314580145,0.539813398,0.439813398,1.67E-16,0.421531816,1,1,1,7.49E-17,0.509720097,0.120373204,0.045139952,0.849533495,0.978934689,1.67E-16,1,0.465513156,1,0.060186602,0.489346892,0.510653108,0.699066989,0.300933011,0.279626796,0.478860887,0.105326554,0.384486844,0.244673446,0.71411364,0,0.699066989,0,0,0.300933011,0.078242583,0.156485166,1,1,0.320373204,1,0.699066989,0.72916029,0.120373204,0.300933011,1.67E-16,0.300933011,0.300933011,0.010487133,0.041500636,0.046163939,0.054532827,0.067054786,0.073596056,0.052227094,0.041253636,0.039531311,0.065373106,0.060215206,0.06366649,0.033875707,0.043539139,0.030094526,0.033521717,0.026601869,0.022492316,0.017980779,0.176291728,Warning
32,0.28093451,0.542696083,1,1,1,1,1,1,0.820354513,0.268316334,0.170512881,0.473823843,0.462008546,0.176369407,0.691613823,0.823630593,1,1,0.079366233,0.375461883,0.261170785,0.116678294,0.552282551,0.926737393,0.176369407,1,0.721941431,0.823630593,0.108539217,0.196654157,0.803345843,0.28093451,0.71906549,0.112373804,0.192440139,0.20758057,0.172150921,0.098327078,0.308069314,0,0.457303917,0,0,0.71906549,0.141100982,0.370386667,0.823630593,1,0.381804552,0.823630593,0.369119213,0.335204118,0.217078433,0.613243846,0.176369407,0.71906549,0.71906549,0.010569399,0.050832583,0.072901959,0.069388339,0.094373097,0.1127507,0.080612991,0.057839641,0.049669459,0.061434683,0.049620749,0.059970952,0.025780478,0.037109516,0.022396082,0.019547754,0.015869859,0.010153305,0.010228606,0.088949849,Warning
33,0.140924225,0.802196981,1,1,1,1,1,1,0.931999999,0.287265909,0.0776356,0.433872724,0.362312122,0.056878794,0.749911375,0.943121206,1,1,0.025595457,0.339433328,0.335098491,0.131705306,0.542022715,0.932470452,0.056878794,1,0.781023495,0.943121206,0.160439396,0.098646957,0.901353043,0.140924225,0.859075775,0.05636969,0.096533094,0.286456823,0.083196203,0.049323479,0.181034074,0,0.197803019,0,0,0.859075775,0.208571215,0.445581827,0.943121206,1,0.509503033,0.943121206,0.169363622,0.221143923,0.320878792,0.824948498,0.056878794,0.859075775,0.859075775,0.003913682,0.054268758,0.08172988,0.079254456,0.105642388,0.135456034,0.096927647,0.071482381,0.0556144,0.059635278,0.05087351,0.051876563,0.023791582,0.029655957,0.018651842,0.014881085,0.008757092,0.005338808,0.00656394,0.045684718,Warning
34,0.070235542,0.929764458,1,1,1,1,1,1,0.985952892,0.296488223,0.031605994,0.414047108,0.314047108,0,0.779965741,1,1,1,0,0.321070663,0.371905783,0.139464669,0.535117771,0.934916488,0,1,0.811370452,1,0.185952892,0.049164879,0.950835121,0.070235542,0.929764458,0.028094217,0.048111346,0.32541756,0.038629548,0.02458244,0.116723765,0,0.070235542,0,0,0.929764458,0.241738759,0.483477518,1,1,0.571905783,1,0.070235542,0.163211988,0.371905783,0.929764458,0,0.929764458,0.929764458,0.001399911,0.057433087,0.0851952,0.084364017,0.111781197,0.14796428,0.105428275,0.08027983,0.058388324,0.058640696,0.052913783,0.046378734,0.022767921,0.024741154,0.016723584,0.012623073,0.004582177,0.002727521,0.003674266,0.021992969,Warning
35,0.772244769,0.198715682,1,1,1,1,1,1,0.825223362,0.258483807,0.354770033,0.557352909,0.471872683,0.029039549,0.3850476,0.970960451,1,1,0.013067797,0.530221453,0.08674616,0.035615262,0.87160261,0.980281992,0.029039549,1,0.429621309,0.970960451,0.039743136,0.540571339,0.459428661,0.772244769,0.227755231,0.308897908,0.528987667,0.072454443,0.427638578,0.270285669,0.782180553,0,0.801284318,0,0,0.227755231,0.051666077,0.117851929,0.970960451,1,0.273678363,0.970960451,0.786764544,0.792116337,0.079486273,0.210331501,0.029039549,0.227755231,0.227755231,0.012537377,0.041410638,0.044117222,0.052343919,0.062520031,0.06708645,0.050639453,0.041008042,0.037987414,0.065137424,0.058313448,0.061730793,0.035059361,0.043397621,0.030508498,0.036088919,0.028210401,0.024343324,0.018103697,0.189455967,Warning
36,0.005522117,0.815461428,1,1,1,1,1,1,0.873584058,0.281822249,0.047239066,0.419006069,0.408514296,0.179016454,0.849075355,0.820983546,1,1,0.080557404,0.292705812,0.370938685,0.158122505,0.413252831,0.907114409,0.179016454,1,0.873815304,0.820983546,0.163092286,0.003865482,0.996134518,0.005522117,0.994477883,0.002208847,0.00378265,0.303313145,0.02093881,0.001932741,0.046295189,0,0.184538572,0,0,0.994477883,0.212019971,0.51354817,0.820983546,1,0.49038128,0.820983546,0.095030344,0.08706826,0.326184571,0.88706801,0.179016454,0.994477883,0.994477883,0.003484397,0.061709416,0.096211675,0.091655026,0.116681386,0.156015486,0.123219997,0.085866428,0.060285166,0.055302198,0.038192995,0.036572478,0.020931253,0.022138905,0.012418615,0.009249452,0.000403291,0.000218832,0.000283235,0.00915977,Warning
37,0.492286938,0.507713062,1,1,1,1,1,1,0.901542612,0.275385653,0.221529122,0.498457388,0.398457388,0,0.539396445,1,1,1,0,0.447686081,0.203085225,0.076156959,0.746143469,0.964460086,0,1,0.579242184,1,0.101542612,0.344600857,0.655399143,0.492286938,0.507713062,0.196914775,0.337216552,0.177699572,0.270757816,0.172300428,0.517672591,0,0.492286938,0,0,0.507713062,0.132005396,0.264010792,1,1,0.403085225,1,0.492286938,0.543058244,0.203085225,0.507713062,0,0.507713062,0.507713062,0.008123227,0.043855727,0.055661381,0.060712996,0.080146186,0.092354366,0.061090626,0.046622142,0.04430968,0.064762184,0.060640754,0.065800444,0.030185245,0.041758607,0.027808223,0.026772315,0.02197803,0.016762487,0.01575571,0.134899669,Warning
38,0.771270347,0.074044652,1,1,1,1,1,1,0.73746643,0.245967983,0.385742906,0.569722569,0.54706507,0.154685002,0.408219203,0.845314998,1,1,0.069608251,0.523646854,0.068289111,0.042043698,0.808292673,0.963879874,0.154685002,1,0.44900406,0.845314998,0.01480893,0.539889243,0.460110757,0.771270347,0.228729653,0.308508139,0.528320187,0.041384128,0.439667191,0.269944621,0.774972579,0,0.925955348,0,0,0.228729653,0.019251609,0.11584572,0.845314998,1,0.19868086,0.845314998,0.848612847,0.778674812,0.029617861,0.135918652,0.154685002,0.228729653,0.228729653,0.018786964,0.043636391,0.044532221,0.050634751,0.061914954,0.064168519,0.049896769,0.041904462,0.037117931,0.065053624,0.0561449,0.061631372,0.034460088,0.043294969,0.031261609,0.036767276,0.029019715,0.024202061,0.016262868,0.189308557,Warning
39,0.358465729,0.11586906,1,1,1,1,1,1,0.560341206,0.229510192,0.292725881,0.524259667,0.687092273,0.525665212,0.710294273,0.474334788,1,1,0.236549345,0.381256458,0.177763927,0.122513401,0.416400258,0.886756123,0.525665212,1,0.731693631,0.474334788,0.023173812,0.25092601,0.74907399,0.358465729,0.641534271,0.143386291,0.245549024,0.093120692,0.249722672,0.125463005,0.364259182,0,0.88413094,0,0,0.641534271,0.030125955,0.323084517,0.474334788,1,0.141214581,0.474334788,0.621298335,0.370052634,0.046347624,0.326135144,0.525665212,0.641534271,0.641534271,0.03060909,0.057690222,0.071567866,0.063429686,0.090630762,0.09203578,0.061874093,0.052008175,0.043264301,0.061640748,0.047666312,0.06215923,0.026082666,0.038159976,0.023622537,0.021706916,0.020927066,0.012716006,0.009010837,0.113197732,Warning
40,0.580666391,0.419333609,1,1,1,1,1,1,0.883866722,0.27096668,0.261299876,0.516133278,0.416133278,1.11E-16,0.489020157,1,1,1,5.00E-17,0.474199917,0.167733443,0.062900041,0.790333196,0.970646647,1.11E-16,1,0.530633485,1,0.083866722,0.406466474,0.593533526,0.580666391,0.419333609,0.232266557,0.397756478,0.146766763,0.319366515,0.203233237,0.601633072,0,0.580666391,0,0,0.419333609,0.109026738,0.218053476,1,1,0.367733443,1,0.580666391,0.622599752,0.167733443,0.419333609,1.11E-16,0.419333609,0.419333609,0.009191389,0.042665274,0.050983829,0.057754542,0.074378159,0.083880544,0.056505647,0.043540516,0.042073785,0.065228011,0.060942815,0.065575863,0.03175243,0.042982022,0.029066475,0.029659253,0.024120786,0.019288436,0.016870451,0.153539772,Warning
41,0.330898025,0.06355835,1,1,1,1,1,1,0.509939858,0.222900736,0.300290017,0.526733967,0.72950578,0.605543625,0.740385978,0.394456375,1,1,0.272494631,0.368992226,0.176809246,0.130642478,0.3626772,0.874442191,0.605543625,1,0.75883763,0.394456375,0.01271167,0.231628617,0.768371383,0.330898025,0.669101975,0.13235921,0.226665147,0.082799785,0.242548276,0.115814309,0.334075942,0,0.93644165,0,0,0.669101975,0.016525171,0.335822155,0.394456375,1,0.104314615,0.394456375,0.633669837,0.33725386,0.02542334,0.3057758,0.605543625,0.669101975,0.669101975,0.035060184,0.061056427,0.07572584,0.065385102,0.093926363,0.092146641,0.060214434,0.053542292,0.043039001,0.061030912,0.046832086,0.060854871,0.025449831,0.036309482,0.022310993,0.020274035,0.020351115,0.011897501,0.008073489,0.106519403,Warning
42,0.310982322,0.325183322,1,1,1,1,1,1,0.683119486,0.248067448,0.230900634,0.4985799,0.580497078,0.363834356,0.708230261,0.636165644,1,1,0.16372546,0.375102979,0.221031918,0.12154437,0.473573983,0.904470296,0.363834356,1,0.733534876,0.636165644,0.065036664,0.217687625,0.782312375,0.310982322,0.689017678,0.124392929,0.21302289,0.150197598,0.207423713,0.108843813,0.327241488,0,0.674816678,0,0,0.689017678,0.084547664,0.351012506,0.636165644,1,0.257306458,0.636165644,0.4928995,0.343500654,0.130073329,0.470717065,0.363834356,0.689017678,0.689017678,0.019630962,0.053789522,0.073355696,0.066840379,0.092625306,0.103389917,0.074403505,0.054857436,0.046816364,0.061129932,0.046206211,0.06057834,0.02567911,0.038193656,0.022519722,0.020231007,0.018046683,0.011141185,0.009529401,0.101035666,Warning
43,0.533664114,0.466335886,1,1,1,1,1,1,0.893267177,0.273316794,0.240148851,0.506732823,0.406732823,0,0.515811455,1,1,1,0,0.460099234,0.186534354,0.069950383,0.766832057,0.967356488,0,1,0.556484737,1,0.093267177,0.37356488,0.62643512,0.533664114,0.466335886,0.213465646,0.365559918,0.16321756,0.293515263,0.18678244,0.556980909,0,0.533664114,0,0,0.466335886,0.12124733,0.242494661,1,1,0.386534354,1,0.533664114,0.580297703,0.186534354,0.466335886,0,0.466335886,0.466335886,0.008635494,0.043255146,0.053361545,0.059257455,0.077412005,0.088289788,0.058781189,0.045027028,0.043224905,0.065017148,0.060862985,0.065839122,0.030917226,0.042422133,0.028448221,0.02812485,0.023021247,0.017960052,0.016315388,0.143827074,Warning
44,0.652636962,0.347363038,1,1,1,1,1,1,0.869472608,0.267368152,0.293686633,0.530527392,0.430527392,1.11E-16,0.447996932,1,1,1,5.00E-17,0.495791088,0.138945215,0.052104456,0.826318481,0.975684587,1.11E-16,1,0.491049671,1,0.069472608,0.456845873,0.543154127,0.652636962,0.347363038,0.261054785,0.447056319,0.121577063,0.358950329,0.228422937,0.670005114,0,0.652636962,0,0,0.347363038,0.09031439,0.18062878,1,1,0.338945215,1,0.652636962,0.687373265,0.138945215,0.347363038,1.11E-16,0.347363038,0.347363038,0.009994915,0.041913348,0.047852677,0.055715999,0.069874221,0.077503428,0.053674921,0.041909043,0.04047103,0.06538366,0.06067045,0.064607807,0.033039657,0.043459883,0.029783157,0.032006991,0.025666798,0.021259513,0.017585619,0.167626885,Warning
45,0.119594246,0.713244787,1,1,1,1,1,1,0.859068474,0.277304191,0.095607652,0.440634946,0.424215429,0.167160967,0.781920254,0.832839033,1,1,0.075222435,0.327520225,0.327088157,0.140418911,0.47621664,0.916640672,0.167160967,1,0.80929731,0.832839033,0.142648957,0.083715972,0.916284028,0.119594246,0.880405754,0.047837698,0.081922058,0.266351772,0.082492932,0.041857986,0.155256485,0,0.286755213,0,0,0.880405754,0.185443645,0.454467773,0.832839033,1,0.451865722,0.832839033,0.203174729,0.190918725,0.285297915,0.780109174,0.167160967,0.880405754,0.880405754,0.006298365,0.056064984,0.086470035,0.081253249,0.107062598,0.136400789,0.10262552,0.072423221,0.055847833,0.058282174,0.043865523,0.048912673,0.022997408,0.029403237,0.016985377,0.013653825,0.007826977,0.004556887,0.005358123,0.043711201,Warning
46,0.575453274,0.424546726,1,1,1,1,1,1,0.884909345,0.271227336,0.258953974,0.515090655,0.415090655,5.55E-17,0.491991634,1,1,1,2.50E-17,0.472635982,0.16981869,0.063682009,0.787726637,0.970281729,5.55E-17,1,0.533500699,1,0.084909345,0.402817292,0.597182708,0.575453274,0.424546726,0.23018131,0.394185493,0.148591354,0.316499301,0.201408646,0.596680611,0,0.575453274,0,0,0.424546726,0.110382149,0.220764297,1,1,0.36981869,1,0.575453274,0.617907947,0.16981869,0.424546726,5.55E-17,0.424546726,0.424546726,0.009131028,0.042726401,0.051234505,0.057913958,0.074711003,0.084359455,0.05674066,0.043688693,0.042197296,0.065208631,0.060943555,0.065620313,0.031659607,0.042929856,0.029003703,0.029489157,0.024002824,0.019142748,0.016812707,0.152483899,Warning
47,0.609574534,0.390425466,1,1,1,1,1,1,0.878085093,0.269521273,0.27430854,0.521914907,0.421914907,5.55E-17,0.472542516,1,1,1,2.50E-17,0.48287236,0.156170186,0.05856382,0.804787267,0.972670217,5.55E-17,1,0.514734006,1,0.078085093,0.426702174,0.573297826,0.609574534,0.390425466,0.243829814,0.417558556,0.136648913,0.335265994,0.213351087,0.629095807,0,0.609574534,0,0,0.390425466,0.101510621,0.203021242,1,1,0.356170186,1,0.609574534,0.648617081,0.156170186,0.390425466,5.55E-17,0.390425466,0.390425466,0.009520627,0.042343867,0.049651413,0.056901099,0.072548967,0.081268222,0.055277931,0.042793235,0.041407481,0.0653151,0.060893466,0.0652644,0.032268205,0.043227659,0.029388142,0.030602362,0.024759082,0.020089114,0.01717516,0.159304468,Warning
48,0.522732829,0.427541018,1,1,1,1,1,1,0.860645128,0.268890743,0.247661311,0.509519181,0.434382257,0.049726152,0.530992995,0.950273848,1,1,0.022376769,0.454333541,0.183447945,0.074076383,0.736503339,0.960126898,0.049726152,1,0.569955867,0.950273848,0.085508204,0.365912981,0.634087019,0.522732829,0.477267171,0.209093132,0.358071988,0.154611972,0.292475671,0.18295649,0.54410988,0,0.572458982,0,0,0.477267171,0.111160665,0.247184406,0.950273848,1,0.361071177,0.950273848,0.547595906,0.565486931,0.171016407,0.447431479,0.049726152,0.477267171,0.477267171,0.010304583,0.044204095,0.05434071,0.058925853,0.077787385,0.088385962,0.059956397,0.045343077,0.043173033,0.064785334,0.059059266,0.06577249,0.030503901,0.042605275,0.0283242,0.027899947,0.023043909,0.017615994,0.01559978,0.142368809,Warning
49,0.025419127,0.107891427,1,1,1,1,1,1,0.388233562,0.212060099,0.228110969,0.49175277,0.825097493,0.866689446,0.961515198,0.133310554,1,1,0.390010251,0.264291266,0.259828932,0.189521603,0.07936484,0.819109711,0.866689446,1,0.966022897,0.133310554,0.021578285,0.017793389,0.982206611,0.025419127,0.974580873,0.010167651,0.017412102,0.124430944,0.100649464,0.008896694,0.030813698,0,0.892108573,0,0,0.974580873,0.028051771,0.489448265,0.133310554,1,0.069818682,0.133310554,0.45876385,0.036208269,0.043156571,0.454567205,0.866689446,0.974580873,0.974580873,0.040557752,0.078425285,0.123334178,0.105260369,0.127068026,0.121828946,0.100214594,0.079452464,0.050711273,0.0511973,0.027157861,0.027626888,0.019658803,0.015900559,0.00403536,0.003380453,0.002312118,0.001043993,0.000817504,0.020016275,Warning
50,0.031429186,0.636410411,1,1,1,1,1,1,0.761201881,0.2652125,0.097183234,0.439501877,0.505582079,0.332160403,0.861874237,0.667839597,1,1,0.149472181,0.292820736,0.337604265,0.161893642,0.349634391,0.889019191,0.332160403,1,0.882538008,0.667839597,0.127282082,0.02200043,0.97799957,0.031429186,0.968570814,0.012571674,0.021528992,0.255959684,0.050502092,0.011000215,0.063249706,0,0.363589589,0,0,0.968570814,0.165466707,0.497013615,0.667839597,1,0.388132084,0.667839597,0.197509387,0.095070227,0.254564165,0.769274572,0.332160403,0.968570814,0.968570814,0.009120618,0.061519819,0.099461479,0.091423254,0.114966642,0.146402459,0.119868097,0.080714102,0.058270124,0.054629602,0.031980109,0.037222998,0.020873826,0.024360968,0.011714493,0.009165828,0.002348266,0.001235716,0.001428544,0.023293055,Error
51,0.314355981,0.508570691,1,1,1,1,1,1,0.813177474,0.266574868,0.185728523,0.480578529,0.469115193,0.177073328,0.67269029,0.822926672,1,1,0.079682997,0.385453128,0.247696608,0.111700269,0.568641327,0.928985386,0.177073328,1,0.70366521,0.822926672,0.101714138,0.220049187,0.779950813,0.314355981,0.685644019,0.125742392,0.215333847,0.195707075,0.190603122,0.110024593,0.339784516,0,0.491429309,0,0,0.685644019,0.13222838,0.352993423,0.822926672,1,0.368013611,0.822926672,0.402892645,0.36521305,0.203428276,0.579400022,0.177073328,0.685644019,0.685644019,0.011358144,0.050032431,0.07015814,0.067320247,0.091877471,0.108474277,0.076918026,0.055477934,0.048491284,0.061976859,0.050701334,0.061471626,0.026358343,0.038311821,0.023394234,0.020753928,0.017224487,0.011242209,0.010973214,0.097483993,Error
52,0.784509354,0.215490646,1,1,1,1,1,1,0.843098129,0.260774532,0.353029209,0.556901871,0.456901871,2.78E-17,0.372829668,1,1,1,1.25E-17,0.535352806,0.086196258,0.032323597,0.892254677,0.984915655,2.78E-17,1,0.418519855,1,0.043098129,0.549156548,0.450843452,0.784509354,0.215490646,0.313803742,0.537388908,0.075421726,0.431480145,0.274578274,0.795283886,0,0.784509354,0,0,0.215490646,0.056027568,0.112055136,1,1,0.286196258,1,0.784509354,0.806058419,0.086196258,0.215490646,2.78E-17,0.215490646,0.215490646,0.011352053,0.040830221,0.043715569,0.052517688,0.062030553,0.066750698,0.050237104,0.040819806,0.037964499,0.06511371,0.058736476,0.061401893,0.035425578,0.043256395,0.030351387,0.036311516,0.028262322,0.024684447,0.018621853,0.191616232,Warning
53,0.351977815,0.648022185,1,1,1,1,1,1,0.929604437,0.282401109,0.158390017,0.470395563,0.370395563,0,0.619372646,1,1,1,0,0.405593344,0.259208874,0.097203328,0.675988907,0.954638447,0,1,0.656412202,1,0.129604437,0.24638447,0.75361553,0.351977815,0.648022185,0.140791126,0.241104803,0.226807765,0.193587798,0.123192235,0.384378924,0,0.351977815,0,0,0.648022185,0.168485768,0.336971536,1,1,0.459208874,1,0.351977815,0.416780033,0.259208874,0.648022185,0,0.648022185,0.648022185,0.006205718,0.046633224,0.064700554,0.066720506,0.089884753,0.107657637,0.071324524,0.054143469,0.048478799,0.063432136,0.058986334,0.063501809,0.027720096,0.038243336,0.024999184,0.02216023,0.017754469,0.012489238,0.013220901,0.101743082,Warning
54,0.228798165,0.07697991,1,1,1,1,1,1,0.46828502,0.219137899,0.276514656,0.515181826,0.762292788,0.694221925,0.814544992,0.305778075,1,1,0.312399866,0.333928353,0.204347445,0.150391371,0.26728812,0.855767021,0.694221925,1,0.828294298,0.305778075,0.015395982,0.160158716,0.839841284,0.228798165,0.771201835,0.091519266,0.156726743,0.096365161,0.195261183,0.080079358,0.232647161,0,0.92302009,0,0,0.771201835,0.020014777,0.387140515,0.305778075,1,0.091947579,0.305778075,0.575909128,0.236496156,0.030791964,0.35466868,0.694221925,0.771201835,0.771201835,0.037329907,0.066422318,0.089222531,0.074674266,0.103861795,0.100954763,0.068892815,0.060064883,0.045232963,0.058506898,0.041573725,0.054161887,0.023533787,0.031373342,0.017329293,0.015237472,0.016000117,0.008572175,0.006058965,0.080996097,Warning
55,0.289751453,0.161221287,1,1,1,1,1,1,0.557730628,0.230609701,0.267644969,0.512853017,0.687366646,0.54902726,0.753666579,0.45097274,1,1,0.247062267,0.359474073,0.20174533,0.133988645,0.370362097,0.878909058,0.54902726,1,0.77299079,0.45097274,0.032244257,0.202826017,0.797173983,0.289751453,0.710248547,0.115900581,0.198479745,0.111330177,0.214266025,0.101413009,0.297812517,0,0.838778713,0,0,0.710248547,0.041917535,0.358348699,0.45097274,1,0.154683063,0.45097274,0.564265083,0.305873582,0.064488515,0.380832191,0.54902726,0.710248547,0.710248547,0.029658862,0.059550127,0.078794358,0.068443084,0.096202754,0.099305903,0.069159543,0.055876171,0.045250106,0.060206436,0.044159986,0.058845426,0.024844095,0.035939819,0.020887805,0.018720309,0.018181017,0.010522602,0.007899772,0.097551824,Warning
56,0.534979863,0.465020137,1,1,1,1,1,1,0.893004027,0.273251007,0.240740938,0.506995973,0.406995973,0,0.515061478,1,1,1,0,0.460493959,0.186008055,0.069753021,0.767489931,0.96744859,0,1,0.555761075,1,0.093004027,0.374485904,0.625514096,0.534979863,0.465020137,0.213991945,0.366461206,0.162757048,0.294238925,0.187242952,0.55823087,0,0.534979863,0,0,0.465020137,0.120905236,0.241810471,1,1,0.386008055,1,0.534979863,0.581481877,0.186008055,0.465020137,0,0.465020137,0.465020137,0.008651423,0.043237376,0.053291423,0.059213292,0.077326057,0.088163464,0.05871258,0.044980761,0.04319152,0.065024199,0.060867796,0.065836078,0.030940554,0.04244058,0.028467116,0.02816783,0.023053195,0.017997696,0.016332036,0.144105023,Warning
57,0.420904222,0.579095778,1,1,1,1,1,1,0.915819156,0.278954789,0.1894069,0.484180844,0.384180844,0,0.580084594,1,1,1,0,0.426271266,0.231638311,0.086864367,0.710452111,0.959463296,0,1,0.618502678,1,0.115819156,0.294632955,0.705367045,0.420904222,0.579095778,0.168361689,0.288319392,0.202683522,0.231497322,0.147316478,0.449859011,0,0.420904222,0,0,0.579095778,0.150564902,0.301129805,1,1,0.431638311,1,0.420904222,0.478813799,0.231638311,0.579095778,0,0.579095778,0.579095778,0.007184232,0.045108689,0.060046227,0.063550918,0.085008238,0.099822336,0.065808031,0.050029625,0.046338661,0.064174373,0.059957968,0.065075515,0.028928412,0.040221016,0.026499428,0.024432205,0.019976872,0.014631082,0.014602919,0.118603254,Warning
58,0.803672077,0.186570059,1,1,1,1,1,1,0.83243508,0.25884061,0.364091901,0.561710202,0.466589134,0.009757864,0.363663332,0.990242136,1,1,0.004391039,0.54061373,0.07706749,0.029937082,0.896957106,0.984988523,0.009757864,1,0.409444037,0.990242136,0.037314012,0.562570454,0.437429546,0.803672077,0.196327923,0.321468831,0.550515373,0.066275307,0.442995429,0.281285227,0.81300058,0,0.813429941,0,0,0.196327923,0.048508215,0.101895363,0.990242136,1,0.272676451,0.990242136,0.808551009,0.822329083,0.074628024,0.190473205,0.009757864,0.196327923,0.196327923,0.011985349,0.040850597,0.043308908,0.051923455,0.06085455,0.065057254,0.049960169,0.040925961,0.037573099,0.065002042,0.058053903,0.060803201,0.035725983,0.043143235,0.03041431,0.037002135,0.028695043,0.025150885,0.018608522,0.194961401,Warning
59,0.623338379,0.376661621,1,1,1,1,1,1,0.875332324,0.268833081,0.280502271,0.524667676,0.424667676,1.11E-16,0.464697124,1,1,1,5.00E-17,0.487001514,0.150664648,0.056499243,0.81166919,0.973633687,1.11E-16,1,0.507163891,1,0.075332324,0.436336865,0.563663135,0.623338379,0.376661621,0.249335352,0.42698679,0.131831567,0.342836109,0.218168433,0.64217146,0,0.623338379,0,0,0.376661621,0.097932021,0.195864043,1,1,0.350664648,1,0.623338379,0.661004541,0.150664648,0.376661621,1.11E-16,0.376661621,0.376661621,0.009674237,0.042200442,0.049052428,0.056511776,0.071687607,0.080049046,0.054736954,0.042481138,0.041101018,0.065345025,0.060842119,0.065078715,0.03251436,0.043318992,0.029525404,0.031051318,0.025054322,0.020466071,0.017311617,0.16199741,Warning
60,0.473980186,0.526019814,1,1,1,1,1,1,0.905203963,0.276300991,0.213291083,0.494796037,0.394796037,0,0.549831294,1,1,1,0,0.442194056,0.210407926,0.078902972,0.736990093,0.963178613,0,1,0.589310898,1,0.105203963,0.33178613,0.66821387,0.473980186,0.526019814,0.189592074,0.324676427,0.184106935,0.260689102,0.165893065,0.500281176,0,0.473980186,0,0,0.526019814,0.136765152,0.273530304,1,1,0.410407926,1,0.473980186,0.526582167,0.210407926,0.526019814,0,0.526019814,0.526019814,0.007889272,0.044149079,0.056738747,0.061399859,0.081375232,0.094211984,0.062209186,0.047415662,0.044811068,0.064629246,0.060500138,0.065696695,0.029862219,0.04141239,0.027496952,0.026173089,0.021490701,0.016223905,0.015484068,0.130830511,Warning
61,0.318003475,0.110051925,1,1,1,1,1,1,0.536038085,0.226905366,0.286087714,0.520795155,0.706767455,0.571944601,0.741688047,0.428055399,1,1,0.25737507,0.366803812,0.18700692,0.130896709,0.373029437,0.877907445,0.571944601,1,0.760889779,0.428055399,0.022010385,0.222602432,0.777397568,0.318003475,0.681996525,0.12720139,0.21783238,0.095712634,0.232096371,0.111301216,0.323506071,0,0.889948075,0,0,0.681996525,0.0286135,0.343199301,0.428055399,1,0.12963185,0.428055399,0.603975775,0.329008667,0.04402077,0.338829765,0.571944601,0.681996525,0.681996525,0.032236263,0.059946799,0.076365548,0.066297739,0.094367529,0.094985442,0.064049549,0.05420377,0.043952123,0.060785003,0.04584317,0.060292999,0.025288412,0.036479293,0.021921835,0.019841478,0.019576388,0.011457687,0.008151727,0.103957246,Warning
62,0.227935163,0.427107789,1,1,1,1,1,1,0.712943033,0.254107537,0.188810085,0.480082737,0.552561262,0.344957049,0.752169226,0.655042951,1,1,0.155230672,0.351132696,0.257082378,0.133057578,0.441489057,0.901111045,0.344957049,1,0.776379218,0.655042951,0.085421558,0.159554614,0.840445386,0.227935163,0.772064837,0.091174065,0.156135586,0.183983431,0.159860044,0.079777307,0.249290552,0,0.572892211,0,0,0.772064837,0.111048025,0.394574575,0.655042951,1,0.301851706,0.655042951,0.400413687,0.270645941,0.170843115,0.565090608,0.344957049,0.772064837,0.772064837,0.016179346,0.055136581,0.080806391,0.07297191,0.098875535,0.114863003,0.085664161,0.060849383,0.050065811,0.059545667,0.042598322,0.055951758,0.024294012,0.035175014,0.019647672,0.017026106,0.014212751,0.008385142,0.007916674,0.07983476,Warning
